Region,Year of Order Date,Quarter of Order Date,Profit
South,2012,Q4,13.91
South,2013,Q1,-17.24
South,2013,Q2,20.53
South,2015,Q2,-20.49
South,2014,Q4,67.71
South,2014,Q1,231.16
South,2014,Q2,-37.27
South,2014,Q1,417.62
South,2015,Q1,-50.2
South,2015,Q1,-23.29
South,2013,Q2,-73.5655
South,2013,Q3,-227.25
South,2015,Q2,82.25
South,2013,Q2,2.3205
South,2013,Q2,778.6
South,2014,Q1,-14.881
South,2013,Q4,-66.72
South,2012,Q3,-490.84
South,2015,Q2,-19.55
South,2015,Q4,1.45
South,2013,Q3,939.43
South,2014,Q4,13.23
South,2015,Q2,-104.35
South,2015,Q3,32.35
South,2015,Q4,-3.96
South,2015,Q3,-6.71
South,2012,Q3,67.14
South,2014,Q3,-66.87
South,2014,Q4,-118.56
South,2012,Q4,213.3755
South,2014,Q1,212.7295
South,2015,Q4,48.93
South,2014,Q3,-106.29
South,2013,Q3,-15.45
South,2012,Q4,-15.13
South,2012,Q4,-15.09
South,2012,Q3,31.27
South,2015,Q3,-31.52
South,2013,Q3,6.81
South,2014,Q2,126.49
South,2012,Q3,-3.48
South,2012,Q4,11.42
South,2012,Q3,-58.83
South,2015,Q4,-5.53
South,2015,Q1,-643.46
South,2014,Q1,400.69
South,2014,Q1,-953
South,2015,Q4,-8.1995
South,2015,Q1,809.7355
South,2015,Q3,76.466
South,2013,Q4,-29.9805
South,2015,Q2,951.5
South,2015,Q2,-60.69
South,2014,Q2,-191.2335
South,2015,Q3,-14.467
South,2013,Q1,-62.46
South,2013,Q4,-33.2235
South,2014,,123.14
South,2015,Q1,-35.75
South,2014,Q3,-108
South,2013,Q1,299.35
South,2014,Q2,-57.53
South,2015,Q3,34.85
South,2015,Q3,-19.343
South,2015,Q4,-18.77
South,2014,Q2,297.23
South,2013,Q4,60.59
South,2015,Q2,-10.33
South,2014,Q2,-25
South,2015,Q4,20.71
South,2013,Q3,-66.74
South,2014,Q3,-85.17
South,2013,Q4,4.55
South,2015,Q3,13.82
South,2015,Q1,41.7945
South,2015,Q3,8.46
South,2014,Q4,1.85
South,2013,Q4,8.432
South,2014,Q3,-100.579
South,2013,Q3,624.64
South,2012,Q4,38.08
South,2012,Q2,30.76
South,2013,Q4,8.34
South,2013,Q2,-30.39
South,2015,Q4,664.15
South,2013,Q1,-84.0765
South,2013,Q2,282.11
South,2015,Q3,29.46
South,2014,Q2,-111.17
South,2015,Q1,-961.5035
South,2014,Q2,293.32
South,2014,Q3,101.4
South,2015,Q3,-44
South,2013,Q3,208.4
South,2014,Q3,1558.79
South,2013,Q4,-65.8
South,2014,Q3,-5.98
South,2014,Q1,-10.34
South,2014,Q4,-54.12
South,2014,Q2,6.85
South,2013,Q4,46.01
South,2014,Q1,21.51
South,2015,Q1,-2.76
South,2013,Q3,124.24
South,2012,Q3,-4.35
South,2013,Q4,58
South,2012,Q4,-109.02
South,2014,Q3,-20.6
South,2012,Q2,-20.2
West,2013,Q4,-361.82
West,2012,Q3,-1127.22
West,2014,Q4,-752.13
West,2015,Q4,226.4
West,2014,Q1,-64.78
West,2014,Q4,474.98
West,2015,Q4,-30.7395
West,2015,Q4,11.92
West,2015,Q1,4.63
West,2012,Q4,-15.2
West,2012,Q3,-8.53
West,2013,Q3,-32.35
West,2014,Q4,80.36
West,2015,Q3,66.38
West,2013,Q2,256.16
West,2013,Q3,-16.46
West,2014,Q4,-77.08
West,2013,Q4,-31.7
West,2014,Q4,-3.1625
West,2013,Q4,272.4
West,2015,Q3,-66.93
West,2012,Q3,-37.11
West,2015,Q2,52.3175
West,2014,Q4,-102.17
West,2015,Q1,-13.78
West,2015,Q3,-16.48
West,2015,Q1,-92.25
West,2014,Q3,154.85
West,2012,Q4,-13.53
West,2015,Q4,-30.25
West,2015,Q1,14.19
West,2012,Q4,30.97
West,2015,Q4,82.65
West,2014,Q2,-47.32
West,2013,Q3,104.37
West,2013,Q4,-10.32
West,2015,Q1,-21
West,2013,Q1,-10.06
West,2015,Q2,-68.1375
West,2013,Q2,-29.532
West,2015,Q1,-10.4305
West,2015,Q4,436.53
West,2013,Q2,-73.4045
West,2014,Q2,94
West,2013,Q2,-8.75
West,2012,Q3,-127.052
West,2013,Q1,-132.2615
West,2014,Q4,4451.008
West,2012,Q3,-143.23
West,2015,Q3,-25.5645
West,2012,Q3,-89.217
West,2015,Q1,38.743
West,2013,Q1,-14.29
West,2014,Q2,-76.92
West,2013,Q2,-64.95
West,2015,Q4,-13.01
West,2013,Q2,25.51
West,2013,Q4,-18.53
West,2013,Q3,-51.62
West,2014,Q2,512.69
West,2014,Q2,-111.87
West,2014,Q2,-57.98
West,2012,Q3,-75.06
West,2013,Q2,-119.35
West,2014,Q4,23.16
West,2015,Q4,-35.74
West,2013,Q4,-41.55
West,2013,Q4,12.7
West,2014,Q2,-0.31
West,2013,Q2,53.15
West,2013,Q4,74.07
West,2013,Q2,114.95
West,2013,Q4,3.85
West,2013,Q2,65.01
West,2015,Q2,31.93
West,2015,Q3,38.35
West,2015,Q4,223.38
West,2014,Q3,-193.39
West,2014,Q4,-82.9495
West,2013,Q4,-33.95
West,2015,Q1,2648.0815
West,2013,Q4,54.29
West,2015,Q2,-7.7855
West,2014,Q3,1340.07
West,2013,Q4,51.91
West,2015,Q3,-17.1925
West,2012,Q3,521.69
West,2012,Q4,-76.18
West,2013,Q4,-83.71
West,2014,Q4,219.0365
West,2013,Q1,-118.9
West,2015,Q2,210.528
West,2013,Q2,-58.25
West,2013,Q1,2821.405
West,2015,Q3,-61.61
West,2013,Q3,63.5
West,2013,Q3,-57.73
West,2014,Q3,183.48
West,2013,Q1,14.1
West,2013,Q3,-0.89
West,2012,Q3,20.38
West,2013,Q2,-6.82
West,2012,Q4,-195.93
West,2014,Q4,-265.62
West,2013,Q4,2.33
West,2015,Q4,11.322
West,2013,Q1,-123.07
West,2013,Q1,74.14
West,2015,Q3,71.6
West,2013,Q4,605.92
West,2015,Q2,-138.92
West,2012,Q4,-29.42
West,2015,Q2,27.8
West,2014,Q3,-189.33
West,2015,Q1,0.19
West,2013,Q4,40.03
West,2013,Q1,331.56
West,2013,Q2,-28.83
West,2014,Q2,-96.26
West,2013,Q3,601.88
West,2015,Q3,-36.61
West,2015,Q2,26.741
West,2015,Q3,-135.102
West,2015,Q4,169.439
West,2015,Q1,-4.9565
West,2015,Q1,632.13
West,2015,Q1,21.7685
West,2015,Q3,-2.87
West,2014,Q3,-12.99
West,2013,Q1,-47
West,2015,Q1,43.36
West,2014,Q4,-4.64
West,2015,Q3,0.76
West,2014,Q2,13.83
West,2015,Q3,90.91
West,2014,Q3,56.28
West,2013,Q2,38.43
West,2014,Q2,-0.64
West,2015,Q1,60.95
West,2013,Q2,353.16
West,2012,Q4,-5.16
West,2013,Q2,-1045.25
West,2013,Q2,-253.38
West,2015,Q3,-286.58
West,2015,Q1,-204.22
West,2013,Q4,-37.2025
West,2014,Q3,225.2585
West,2012,Q4,-78.3725
West,2015,Q1,-30.04
West,2012,Q3,-15.48
West,2015,Q3,354.74
West,2015,Q4,488.818
West,2013,Q4,-117.162
West,2013,Q1,-19.04
West,2015,Q2,-25.95
West,2014,Q3,433.87
West,2014,Q4,-28.25
West,2014,Q4,-14.56
West,2013,Q4,12.5
West,2014,Q2,-0.14
West,2015,Q1,56.4315
West,2013,Q3,994.68
West,2013,Q3,-151.92
West,2012,Q4,-3.78
West,2015,Q4,-51.3015
West,2014,Q1,-12.67
West,2014,Q2,-115.713
West,2014,Q4,-20.69
West,2014,Q4,28.339
West,2014,Q4,-38.35
West,2014,Q1,-156.76
West,2013,Q2,-78.81
West,2013,Q1,-81.55
West,2013,Q2,12.82
West,2013,Q2,196.58
West,2015,Q2,-115.66
West,2014,Q4,34.24
West,2014,Q1,31
West,2013,Q1,-38.28
West,2014,Q4,-13.45
West,2013,Q1,-92.16
West,2014,Q3,-2.62
West,2015,Q3,-52.76
West,2012,Q3,47.14
Central,2013,Q2,3497.45
Central,2012,Q3,2699.67
Central,2013,Q3,415.55
Central,2014,Q1,-167.8317
Central,2013,Q1,40.76
Central,2013,Q2,4.15
East,2015,Q4,600.93
East,2015,Q3,26.05
East,2014,Q2,1300.8
East,2013,Q4,3256.81
East,2013,Q4,6463.34
East,2013,Q2,-283.9419
East,2013,Q2,-1042.714
East,2013,Q2,1886.66
East,2013,Q4,-14.4159
East,2014,Q4,-240.3114
South,2014,Q3,3972.72
South,2013,Q1,7176.12
South,2014,Q2,2039.41
South,2014,Q1,3376.03
South,2015,Q3,1554.85
South,2014,Q3,1807.16
South,2012,Q3,-4654.7349
West,2014,Q3,-3669.051
West,2012,Q4,2028.12
West,2014,Q3,-8570.4483
West,2013,Q2,2241.71
West,2012,Q3,12606.81
West,2012,Q4,-192.2961
West,2012,Q3,190.14
West,2012,Q4,-205.0242
West,2014,Q2,1487.94
West,2015,Q4,1542
Central,2014,Q1,-704.66
Central,2015,Q2,-5572.3935
Central,2015,Q1,636.18
Central,2014,Q4,1118.17
Central,2015,Q2,7251.92
Central,2015,Q1,335.29
Central,2013,Q4,8291.08
Central,2013,Q4,-547.61
Central,2013,Q2,5386.32
Central,2013,Q3,1200.205
Central,2012,Q4,377.81
Central,2015,Q4,7434.48
Central,2015,Q3,-1890.3273
Central,2014,Q4,4875.89
Central,2014,Q3,8157.7
Central,2015,Q1,1908.45
Central,2015,Q1,-3476.8593
Central,2015,Q4,-3755.0331
Central,2013,Q4,8504.47
Central,2012,Q4,567.59
Central,2012,Q4,4963.89
Central,2013,Q3,1265.82
Central,2015,Q2,353.72
Central,2012,Q3,501.51
Central,2015,Q4,-3381.9858
Central,2012,Q2,1068.16
Central,2014,Q2,-286.1952
Central,2015,Q4,-9.4482
East,2014,Q4,4914.24
East,2012,Q4,-313.1304
East,2014,Q3,235.4
East,2013,Q4,358.19
East,2013,Q1,-577.4799
East,2015,Q4,1197.05
East,2015,Q1,-100.4676
East,2015,Q3,5050.1
East,2015,Q3,1869.86
East,2014,Q3,15.36
East,2014,Q3,586.61
South,2012,Q3,432.98
South,2015,Q3,969.05
South,2013,Q3,1264.75
South,2015,Q1,7752.01
South,2015,Q4,4569.06
South,2014,Q1,4722.77
South,2013,Q2,308.22
South,2012,Q4,-13.1022
South,2013,Q1,731.32
South,2013,Q3,-223.8945
South,2013,Q4,8612.11
South,2015,Q1,7358.66
South,2014,Q3,11562.08
South,2014,Q3,998.65
South,2014,Q1,8323.39
West,2012,Q3,-7838.3346
West,2012,Q3,-6923.5992
West,2013,Q2,2851.46
West,2015,Q3,3612.58
West,2014,Q2,202.73
West,2015,Q1,-7961.4309
West,2014,Q3,1977.69
West,2014,Q1,6168.64
West,2012,Q3,1219.87
West,2015,Q2,580.33
West,2015,Q3,5381.02
West,2014,Q1,239.41
West,2015,Q3,431.95
West,2012,Q4,-4991.4249
West,2014,Q4,3055.72
West,2015,Q4,-4852.5294
West,2012,Q3,4073.25
Central,2012,Q3,-663.5142
Central,2014,Q4,2753.39
Central,2013,Q2,121.48
Central,2015,Q1,1081.65
Central,2012,Q4,-688.4397
Central,2012,Q4,1369.09
Central,2012,Q4,322.66
Central,2013,Q3,2014.82
Central,2012,Q3,2963.48
Central,2012,Q4,-502.8078
Central,2013,Q3,935.8
Central,2013,Q2,251.58
Central,2012,Q3,1951.3
Central,2013,Q1,5353.19
Central,2014,Q1,948.79
Central,2014,Q3,-2816.3379
East,2015,Q2,67.36
East,2015,Q1,1841.92
East,2015,Q2,2852.94
East,2012,Q4,1759.34
East,2014,Q1,1272.17
East,2012,Q3,4407.44
South,2015,Q1,-153.3114
South,2015,Q3,2227.89
South,2015,Q4,10521.33
South,2015,Q1,774.79
South,2015,Q1,-668.0643
South,2012,Q4,-1220.9145
South,2012,Q3,984.3
South,2015,Q4,2636.01
South,2014,Q1,-1044.9222
South,2015,Q4,-258.0768
South,2012,Q4,1211.76
South,2014,Q1,326.56
West,2013,Q1,1395.02
West,2015,Q3,-98.4318
West,2013,Q1,-8389.4709
West,2012,Q3,-734.31
West,2015,Q4,-1943.1711
West,2015,Q3,2066.12
West,2013,Q2,2799.65
West,2013,Q4,7719.21
West,2013,Q2,2713.95
Central,2014,Q2,3909.33
Central,2013,Q2,-3461.121
Central,2013,Q2,2819.96
Central,2013,Q4,3829.63
Central,2014,Q1,-280.2792
Central,2015,Q3,-292.6506
Central,2014,Q4,215.31
Central,2013,Q1,2786.35
Central,2015,Q1,-221.6238
Central,2015,Q1,-343.4673
East,2013,Q1,8788.81
East,2015,Q4,179.05
East,2012,Q3,-173.0952
East,2013,Q4,-1748.3433
East,2013,Q3,128.43
East,2015,Q1,1101.9
East,2013,Q1,-219.7794
East,2012,Q4,5638.75
East,2014,Q2,5711.96
South,2012,Q3,872.13
South,2015,Q4,-217.4652
South,2014,Q4,2148.97
South,2015,Q4,579.79
South,2015,Q4,-3001.2825
West,2013,Q3,-34.3041
West,2013,Q3,1285.74
West,2015,Q3,7080.99
West,2015,Q4,43.03
West,2015,Q4,1676.7
West,2014,Q3,8965.83
West,2013,Q2,1494.01
West,2012,Q3,-4793.004
West,2015,Q3,842.83
West,2015,Q4,999.865
West,2013,Q2,6635.15
West,2015,Q3,-4266.0885
West,2015,Q1,-370.04
West,2013,Q1,-44.5179
Central,2012,Q4,-522.78
Central,2012,Q3,1252.476
Central,2014,Q2,383.454
Central,2013,Q2,1196.37
Central,2014,Q3,-5.57
Central,2012,Q4,314.838
Central,2015,Q2,319.52
Central,2015,Q4,435.951
Central,2015,Q3,371.214
Central,2013,Q1,298.476
Central,2013,Q3,310.572
Central,2013,Q3,-89.56
Central,2013,Q1,4.41
Central,2014,Q4,-2342.0052
Central,2014,Q4,-65.33
Central,2013,Q1,51.85
Central,2012,Q4,-382.569
East,2014,Q1,-245.09
East,2014,Q3,517.815
East,2013,Q1,454.383
East,2014,Q2,-33.792
East,2015,Q1,-230.34
East,2015,Q3,-84.139
East,2013,Q3,88.524
East,2014,Q4,2373.237
East,2014,Q4,-136.092
East,2013,Q4,224.856
East,2014,Q1,52.929
East,2013,Q1,81.87
South,2013,Q4,-139.975
South,2014,Q3,-126.093
South,2012,Q4,-114.39
South,2015,Q2,-921.94
South,2013,Q1,-139.4958
South,2013,Q1,-34.727
West,2015,Q1,-54.505
West,2014,Q3,-16.1907
West,2012,Q4,-111.94
West,2015,Q4,1555.9
West,2015,Q2,128.952
West,2014,Q3,624.708
West,2015,Q1,51.98
Central,2014,Q2,-53.691
Central,2015,Q1,740.475
Central,2015,Q2,1097.25
Central,2013,Q2,-119.02
Central,2013,Q2,-233.563
Central,2014,Q3,51.18
Central,2012,Q3,-100.51
Central,2014,Q4,3392.88
Central,2014,Q2,82.044
Central,2015,Q3,751.383
Central,2015,Q2,2549.403
Central,2015,Q2,1881.576
Central,2015,Q3,692.775
Central,2014,Q3,-82.16
Central,2015,Q3,230.3
Central,2015,Q2,1176.48
Central,2012,Q4,83.565
Central,2013,Q3,9791.041
Central,2012,Q3,68.9
Central,2012,Q4,-69.784
Central,2014,Q2,1057.887
Central,2013,Q4,226.719
Central,2012,Q4,-479.083
Central,2014,Q3,221.6
Central,2013,Q4,-20.9
Central,2013,Q1,-310.244
Central,2014,Q2,-10.846
Central,2013,Q4,-77.89
Central,2013,Q4,336.47
Central,2015,Q4,-252.483
Central,2014,Q4,407.44
East,2014,Q2,-169.741
East,2014,Q3,-126.445
East,2014,Q4,963.675
East,2014,Q4,-114.68
East,2012,Q4,-116.512
East,2014,Q3,60.7
East,2013,Q3,-362.88
East,2014,Q4,-147.884
East,2014,Q4,21.68
East,2013,Q4,56.39
South,2015,Q3,37.3
South,2015,Q2,-309.8244
South,2014,Q2,-170.91
South,2013,Q4,334.53
South,2012,Q3,151.67
South,2013,Q1,-275.055
South,2013,Q4,1304.559
South,2015,Q3,4352.83
South,2014,Q3,52.66
South,2013,Q1,-303.556
South,2013,Q4,-15.12
South,2012,Q3,135.37
South,2013,Q3,697.293
South,2015,Q3,-71.192
South,2014,Q1,-57.95
West,2015,Q1,-84.12
West,2015,Q1,456.813
West,2015,Q1,-90.123
West,2015,Q4,1698.156
West,2012,Q4,-60.9
West,2012,Q4,-202.851
West,2013,Q4,322.506
West,2012,Q3,1406.052
West,2015,Q2,98.28
West,2015,Q2,994.31
West,2014,Q4,-475.662
West,2012,Q3,209.997
West,2013,Q3,1148.904
West,2015,Q4,-120.27
West,2012,Q3,69.61
West,2014,Q4,119.47
Central,2014,Q4,-36.24
Central,2015,Q1,-104.467
Central,2015,Q2,-66.78
Central,2013,Q1,-122.09
Central,2015,Q1,-47.83
Central,2014,Q4,310.59
Central,2015,Q2,354.96
Central,2014,Q1,137.592
Central,2013,Q4,-379.29
Central,2012,Q4,-28.435
Central,2013,Q4,2374.731
Central,2015,Q1,423.87
East,2013,Q1,-111.89
East,2014,Q1,504.71
East,2013,Q1,1332.909
East,2015,Q4,-407.264
East,2014,Q3,-88.253
East,2013,Q3,-247.236
East,2015,Q1,311.58
East,2015,Q2,-234.66
East,2012,Q4,8249.86
East,2014,Q2,141.28
East,2012,Q2,-55.78
East,2012,Q3,-62.82
South,2015,Q2,118.97
South,2013,Q2,-54.37
South,2013,Q4,-139.86
South,2013,Q4,-123.37
South,2014,Q2,237.75
South,2015,Q1,1007.487
South,2013,Q3,-653.488
South,2015,Q1,94.03
South,2014,Q1,1647.747
South,2012,Q4,-1565.913
South,2015,Q3,567.369
South,2012,Q3,218.871
South,2014,Q4,-36.34
West,2014,Q2,-125.8
West,2014,Q1,-87.021
West,2013,Q4,53.63
West,2013,Q4,284.65
West,2013,Q3,-1312.84
West,2015,Q4,79.542
West,2013,Q3,-43.252
West,2014,Q3,366.63
West,2013,Q4,-258.852
West,2014,Q2,1839.204
West,2014,Q2,-176.055
West,2012,Q3,384.201
West,2012,Q3,128.03
Central,2013,Q2,483.966
Central,2012,Q3,496.89
Central,2015,Q4,9.72
Central,2014,Q1,-17.08
Central,2014,Q2,-90.1407
Central,2015,Q1,-38.071
Central,2015,Q2,269.6
Central,2013,Q1,246.54
Central,2015,Q2,630.702
Central,2015,Q2,695.061
Central,2013,Q2,524.09
Central,2014,Q4,29.21
Central,2013,Q1,-71.093
Central,2013,,-125.16
Central,2013,Q1,-43.21
Central,2013,Q4,-160.677
East,2015,Q2,601.65
East,2015,Q3,-124.509
East,2014,Q2,17.253
East,2014,Q1,440.199
East,2014,Q1,400.824
East,2015,Q1,-97.922
East,2014,Q3,204.7
East,2013,Q4,-257.411
East,2012,Q4,544.3
East,2013,Q2,-77.36
East,2012,Q4,1680.228
East,2014,Q1,-90.3
South,2012,Q3,1820.952
South,2012,Q3,788.292
South,2015,Q2,-12.48
South,2014,Q2,153.801
South,2013,Q1,-173.88
South,2015,Q1,-117.31
West,2014,Q2,34.63
West,2014,Q1,-620.829
West,2014,Q1,-6.34
West,2013,Q2,-360.305
West,2014,Q3,305.964
West,2012,Q4,341.1
West,2013,Q2,275.769
West,2012,Q4,-82.06
West,2013,Q2,97.398
West,2015,Q3,735.99
West,2015,Q2,-25.65
West,2015,Q1,1899.23
West,2012,Q4,17.4
West,2014,Q1,110.77
West,2015,Q3,214.61
West,2015,Q1,-52.18
West,2015,Q1,-64.944
West,2012,Q4,-54.01
Central,2014,Q1,-391.92
Central,2014,Q3,12.73
Central,2015,Q1,-154.66
Central,2015,Q3,-25.98
Central,2013,Q2,601.335
Central,2014,Q2,717.696
Central,2013,Q4,-492.767
Central,2014,Q1,-449.526
Central,2012,Q4,4.392
Central,2014,Q3,515.83
Central,2013,Q2,237.141
Central,2012,Q3,-47.69
Central,2012,Q3,1160.577
Central,2012,Q4,439.77
Central,2014,Q2,271.87
Central,2014,Q1,352.64
Central,2013,Q4,3128.69
Central,2012,Q4,-32.4162
Central,2012,Q4,149.64
Central,2015,Q2,655.911
Central,2012,Q4,-1.628
Central,2015,Q3,-110.925
Central,2012,Q4,-358.43
Central,2012,Q4,-322.95
Central,2015,Q3,-161.117
Central,2014,Q4,675.65
Central,2015,Q2,902.62
Central,2013,Q2,87.51
Central,2015,Q2,-23.86
Central,2015,Q2,557.595
Central,2015,Q2,-122.617
Central,2012,Q4,-208.428
Central,2013,Q4,-132.528
Central,2015,Q1,-21.48
Central,2014,Q2,-37.5
Central,2015,Q1,118.4
Central,2013,Q3,-62.77
Central,2014,Q2,-23.69
Central,2014,Q3,458.982
Central,2014,Q4,2925.37
Central,2013,Q2,16.81
Central,2013,Q3,-109.91
Central,2015,Q2,494.631
Central,2015,Q3,768.321
Central,2015,Q1,107.45
Central,2015,Q1,4.221
Central,2013,Q1,286.119
Central,2013,Q3,-11.396
Central,2015,Q2,46.512
Central,2015,Q2,4.896
Central,2013,Q3,25.533
Central,2012,Q3,-232.804
Central,2014,Q4,-117.92
Central,2013,Q3,21.07
Central,2014,Q2,-31.62
Central,2013,Q1,-74.85
Central,2015,Q1,-106.54
Central,2012,Q4,-43.7436
Central,2012,Q4,-58.344
Central,2015,Q4,894.06
Central,2012,Q3,591.912
Central,2013,Q2,-99.24
Central,2013,Q3,1864.656
Central,2013,Q2,-39.215
Central,2015,Q2,-127.23
Central,2013,Q2,232.99
Central,2014,Q2,381.168
Central,2015,Q3,323.73
Central,2015,Q1,-67.22
Central,2015,Q1,140.22
Central,2013,Q4,326.39
Central,2013,Q1,-64.24
Central,2014,Q4,444.15
East,2013,Q4,-1572.64
East,2015,Q1,49.45
East,2013,Q3,-37.9407
East,2015,Q2,1578.699
East,2012,Q4,-444.686
East,2014,Q4,-81.49
East,2014,Q2,88.767
East,2013,Q1,-215.336
East,2015,Q4,-24.87
East,2014,Q4,-44.132
East,2013,Q3,-77.902
East,2013,Q4,-30.7
East,2013,Q2,239.247
East,2013,Q2,45.39
East,2015,Q1,1185.408
East,2014,Q2,104.51
East,2015,Q4,5.55
East,2014,Q2,-137.951
East,2012,Q3,32.751
East,2015,Q4,239.4
East,2015,Q4,1174.02
East,2015,Q2,-286.363
East,2015,Q2,317.196
East,2014,Q2,-102.25
East,2014,Q2,-42.229
East,2014,Q3,165.2
East,2013,Q3,-116.21
East,2013,Q1,-62.326
East,2014,Q3,447.336
East,2013,Q3,-73.77
East,2015,Q1,416.988
East,2013,Q4,-148.87
East,2013,Q1,-185.889
East,2013,Q1,-78.54
East,2015,Q4,707.166
East,2013,Q2,-35.97
East,2012,Q3,498.15
East,2012,Q4,10.79
East,2013,Q3,168.04
East,2014,Q1,166.365
East,2013,Q2,-86.196
East,2015,Q1,-111.98
East,2012,Q3,-107.987
East,2014,Q4,-61.1001
East,2012,Q3,1595.673
East,2013,Q1,-261.5481
East,2013,Q2,-213.18
East,2012,Q2,-20.25
East,2012,Q3,-168.72
East,2012,Q3,-787.699
East,2012,Q4,2463.462
East,2013,Q3,-0.31
East,2013,Q4,-112.123
East,2013,Q1,215.433
East,2012,Q2,-33.32
East,2014,Q1,-116.18
East,2014,Q4,34.16
East,2013,Q2,-172.34
East,2015,Q3,-85.03
East,2015,Q1,186.417
East,2013,Q4,-24.48
East,2014,Q4,-89.25
East,2015,Q3,82.818
South,2014,Q3,145.54
South,2012,Q3,286.01
South,2015,Q1,-120.087
South,2012,Q3,394.353
South,2013,Q4,-300.85
South,2012,Q4,2992.8
South,2015,Q2,685.206
South,2013,Q2,-99.3
South,2015,Q3,325.88
South,2015,Q2,-37.67
South,2014,Q2,-93.41
South,2015,Q1,-298.166
South,2012,Q3,-191.785
South,2015,Q3,-2297.48
South,2012,Q3,5903.086
South,2014,Q4,2472.32
South,2013,Q4,2872.88
South,2015,Q3,218.65
South,2012,Q3,1219.338
South,2012,Q3,-118.8
South,2014,Q1,-301.906
South,2014,Q3,68.23
South,2012,Q4,-92.1
South,2014,Q4,-56.83
South,2014,Q3,539.57
South,2014,Q2,754.1
South,2012,Q3,659.6
South,2013,Q2,34.79
South,2014,Q3,405.162
South,2013,Q2,19.611
South,2014,Q1,51.75
South,2015,Q2,-38.2887
South,2014,Q1,-158.235
South,2014,Q4,-748.407
South,2015,Q2,520.002
South,2015,Q4,-105.37
South,2015,Q2,750.546
South,2015,Q2,-112
South,2013,Q1,49.82
South,2013,Q3,308.12
South,2013,Q3,-31.24
South,2012,Q3,235.88
South,2012,Q4,9498.6
South,2015,Q2,6138.48
South,2015,Q3,-36.7923
South,2014,Q1,316.062
South,2012,Q3,391.185
South,2015,Q1,2446.497
South,2013,Q3,424.638
South,2015,Q4,748.197
South,2015,Q2,-5.6
South,2013,Q4,261.963
South,2015,Q3,1417.23
South,2012,Q3,-42.1
South,2014,Q1,110.538
South,2013,Q4,917.28
South,2012,Q4,-56.3
South,2013,Q3,-42.12
South,2015,Q1,-7.3
South,2013,Q4,64.5
South,2013,Q4,210.01
South,2012,Q3,-18.68
South,2013,Q3,240.06
South,2014,Q1,92.592
South,2013,Q2,76.38
South,2013,Q2,25.14
South,2013,Q4,-449.416
South,2014,Q2,34.42
South,2014,Q2,137.862
South,2014,Q2,131.02
South,2013,Q3,2461.311
South,2013,Q1,268.011
South,2014,Q2,-184.69
South,2012,Q4,-195.6
West,2014,Q4,6441.18
West,2015,Q3,-7.766
West,2014,Q3,-75.38
West,2015,Q3,784.494
West,2012,Q3,-78.13
West,2015,Q2,-47.37
West,2013,Q1,-71.55
West,2014,Q3,92.7
West,2015,Q3,-32.03
West,2014,Q1,111.42
West,2014,Q3,-363.55
West,2015,Q1,6225.36
West,2014,Q3,11984.395
West,2012,Q4,-129.5691
West,2014,Q3,-171.204
West,2013,Q4,303.228
West,2014,Q2,398.223
West,2013,Q4,1140.669
West,2012,Q4,-100.49
West,2014,Q3,164.97
West,2014,Q2,22.572
West,2014,Q3,12.61
West,2015,Q3,856.962
West,2013,Q2,-337.656
West,2012,Q3,-70.5222
West,2012,Q3,-122.133
West,2014,Q3,377.622
West,2014,Q1,110.6
West,2012,Q3,169.164
West,2013,Q2,668.961
West,2012,Q4,-96.54
West,2014,Q4,900.414
West,2014,Q3,1422.198
West,2015,Q2,-773.344
West,2014,Q1,-201.487
West,2012,Q3,-13.28
West,2012,Q4,416.673
West,2012,Q3,4.752
West,2013,Q2,1435.833
West,2012,Q3,-69.6435
West,2012,Q3,29.24
West,2015,Q1,51.08
West,2014,Q1,-139.35
West,2015,Q1,-300.388
West,2013,Q2,216.702
West,2013,Q1,-10.67
West,2013,Q4,-266.624
West,2015,Q1,3459.43
West,2015,Q2,-37.584
West,2015,Q1,-4858.6716
West,2015,Q4,297.57
West,2015,Q2,-103.75
West,2015,Q2,1242.846
West,2012,Q3,1316.79
West,2014,Q4,298.206
West,2012,Q3,67.6
West,2014,Q4,-99.02
West,2015,Q2,348.588
West,2015,Q4,-9078.94
West,2013,Q3,-10263.6597
West,2014,Q4,6492.667
West,2014,Q3,988.199
West,2014,Q4,-800.888
West,2013,Q1,-119.92
West,2015,Q1,-48.44
West,2013,Q3,519.588
West,2014,Q2,-23.925
West,2015,Q3,88.362
West,2013,Q4,727.362
West,2014,Q4,-120.934
West,2014,Q3,-491.26
West,2013,Q2,569.3
West,2015,Q2,-18.03
West,2013,Q4,-27.66
West,2015,Q4,-93.258
West,2015,Q2,-95.975
West,2014,Q3,-38.44
West,2015,Q4,138.1
West,2012,Q4,-20.911
Central,2013,Q2,-1011.32
Central,2013,Q2,340.88
Central,2014,Q3,41.56
Central,2015,Q4,524.73
Central,2014,Q4,27.64
Central,2013,Q4,-96.25
Central,2012,Q3,1929.58
Central,2014,Q4,5322.14
Central,2015,Q4,-33.0252
Central,2015,Q4,-116.45
Central,2014,Q1,653.058
Central,2012,Q3,1585.503
Central,2015,Q4,481.698
Central,2013,Q3,571.536
Central,2015,Q2,2311.956
Central,2012,Q4,482.445
Central,2014,Q4,311.094
Central,2015,Q3,2763.126
Central,2013,Q4,58.167
